plant symbol,plant scientific name,plant common name,native states (separated by '*'),duration,growth habit,growth period,growth rate,moisture use,adapted to coarse soil,adapted to fine soil,adapted to medium soil,drought tolerance,shade tolerance,temp min (�F),foliage color,flower conspicuous,flower color,bloom period
HETU,Helianthus tuberosus,Jerusalem artichoke,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*Indiana*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Low,Yes,No,Yes,High,Intermediate,-43,Yellow-Green,Yes,Yellow,Late Summer
HEHES,Heliopsis helianthoides,smooth oxeye,Quebec*Virginia*Kentucky*Illinois*Saskatchewan*Newfoundland*Iowa*Louisiana*Ontario*New Jersey*Oklahoma*Kansas*Arkansas*New York*Wisconsin*Texas*Missouri*Manitoba*New Brunswick*New Mexico*Massachusetts*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intermediate,-18,Green,Yes,White,Summer
HECU3,Heliotropium curassavicum,salt heliotrope,South Carolina*Alberta*Virginia*Maine*Maryland*Colorado*Illinois*Nebraska*Saskatchewan*Virgin Islands*Mississippi*Oregon*Louisiana*Florida*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Puerto Rico*Arizona*Nevada*Hawaii*Utah*Pennsylvania*Texas*California*Missouri*Montana*Wyoming*North Carolina*Manitoba*North Dakota*New Mexico*Idaho*,Annual*Perennial*,Forb/herb*Subshrub*,Spring*Summer*Fall*,Moderate,Medium,No,Yes,Yes,Medium,Intolerant,-28,Gray-Green,Yes,White,Mid Spring
HEAL5,Hemarthria altissima,limpograss,Pennsylvania*Florida*Texas*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,High,No,Yes,Yes,Low,Intolerant,28,Green,No,White,NA
HEMER,Hemerocallis,daylily,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*Texas*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Wyoming*Indiana*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intermediate,-23,Green,Yes,Orange,Summer
HESQ,Henriettea squamulosum,jusillo,Puerto Rico*,Perennial*,Tree*,Spring*,Rapid,Medium,Yes,No,Yes,Medium,Intermediate,40,Yellow-Green,No,White,Summer
CASQ,Henriettea squamulosum,jusillo,Puerto Rico*,Perennial*,Tree*,Spring*,Rapid,Medium,Yes,No,Yes,Medium,Intermediate,40,Yellow-Green,No,White,Summer
HEMA80,Heracleum maximum,common cowparsnip,New Hampshire*Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*Maryland*Colorado*Illinois*Nebraska*Saskatchewan*Tennessee*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*Delaware*Kansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Intolerant,-38,Green,Yes,White,Early Summer
HEMA3,Hesperis matronalis,dames rocket,New Hampshire*Ohio*Connecticut*Northwest Territories*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*Delaware*Kansas*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Biennial*Perennial*,Forb/herb*,Spring*Summer*,Rapid,Medium,No,No,Yes,Medium,Intermediate,-23,Green,Yes,Purple,Spring
HEAR22,Hesperocyparis arizonica,Arizona cypress,Texas*California*Puerto Rico*Nevada*Arizona*New Mexico*Utah*,Perennial*,Tree*,Summer*,Moderate,Low,Yes,Yes,Yes,High,Tolerant,-23,Green,No,Yellow,Spring
CUAR,Hesperocyparis arizonica,Arizona cypress,Texas*California*Puerto Rico*Nevada*Arizona*New Mexico*Utah*,Perennial*,Tree*,Summer*,Moderate,Low,Yes,Yes,Yes,High,Tolerant,-23,Green,No,Yellow,Spring
HECOC8,Hesperostipa comata,needle and thread,Alberta*Yukon*Colorado*Illinois*Nebraska*Saskatchewan*Iowa*Oregon*Ontario*Michigan*Oklahoma*Kansas*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Minnesota*Rhode Island*Utah*British Columbia*Texas*California*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Spring*,Moderate,Low,Yes,No,Yes,High,Intolerant,-38,Green,No,White,Early Summer
HESP11,Hesperostipa spartea,porcupinegrass,Ohio*Alberta*Colorado*Illinois*Nebraska*Saskatchewan*Iowa*Ontario*Michigan*Oklahoma*Kansas*Wisconsin*South Dakota*Minnesota*Pennsylvania*British Columbia*Missouri*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Indiana*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Medium,No,No,Yes,Medium,Intolerant,-38,Green,No,Yellow,Late Spring
HELE4,�Hesperotropsis leylandii,Leyland cypress,Mississippi*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,7,Green,No,Brown,Spring
CULE2,�Hesperotropsis leylandii,Leyland cypress,Mississippi*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,7,Green,No,Brown,Spring
HEWH,Hesperoyucca whipplei,chaparral yucca,California*Arizona*,Perennial*,Forb/herb*Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Intolerant,7,Gray-Green,Yes,White,Late Spring
YUWH,Hesperoyucca whipplei,chaparral yucca,California*Arizona*,Perennial*,Forb/herb*Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Intolerant,7,Gray-Green,Yes,White,Late Spring
HECO10,Heteropogon contortus,tanglehead,Texas*California*Puerto Rico*Virgin Islands*Arizona*Hawaii*New Mexico*Florida*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intolerant,7,Green,No,Yellow,Early Summer
HEVIV,Heterotheca villosa,hairy false goldenaster,Alberta*Colorado*Illinois*Nebraska*Saskatchewan*Iowa*Oregon*Ontario*Michigan*Kansas*Washington*South Dakota*Wisconsin*Minnesota*British Columbia*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Moderate,Medium,No,No,Yes,Medium,Intolerant,-38,Gray-Green,Yes,Yellow,Mid Summer
HECY2,Heuchera cylindrica,roundleaf alumroot,British Columbia*California*Montana*Alberta*Washington*Wyoming*Nevada*Oregon*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Low,Yes,No,No,High,Intermediate,-13,Green,Yes,White,Mid Spring
HESA3,Heuchera sanguinea,coralbells,Pennsylvania*New Mexico*Arizona*,Perennial*,Forb/herb*,Spring*Summer*Fall*,Moderate,Medium,Yes,No,Yes,Low,Intermediate,-23,Green,Yes,Red,Mid Spring
HIAC,Hibiscus aculeatus,comfortroot,Texas*Florida*Alabama*South Carolina*Georgia*North Carolina*Mississippi*Louisiana*,Perennial*,Forb/herb*,Summer*,Rapid,Medium,No,Yes,Yes,Medium,Intolerant,15,Green,Yes,White,Summer
HILA2,Hibiscus laevis,halberdleaf rosemallow,Ohio*South Carolina*Virginia*Kentucky*District of Columbia*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Florida*Ontario*Michigan*Oklahoma*Alabama*Kansas*Arkansas*Georgia*New York*Wisconsin*Minnesota*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Indiana*,Perennial*,Forb/herb*,Spring*Summer*Fall*,Moderate,High,No,Yes,Yes,Low,Intermediate,-13,Green,Yes,Purple,Mid Summer
HIMO,Hibiscus moscheutos,crimsoneyed rosemallow,Ohio*Connecticut*South Carolina*Virginia*Kentucky*Indiana*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Georgia*New York*Wisconsin*Rhode Island*Utah*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*New Mexico*Massachusetts*,Annual*Perennial*,Forb/herb*Subshrub*,Spring*,Rapid,High,No,Yes,Yes,None,Intolerant,-13,Gray-Green,Yes,White,Summer
HIAL2,Hieracium albiflorum,white hawkweed,Northwest Territories*Quebec*Alberta*Yukon*Colorado*Saskatchewan*Oregon*Alaska*Washington*South Dakota*Wisconsin*Nevada*Utah*British Columbia*California*Montana*Manitoba*Wyoming*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Low,No,No,Yes,High,Intermediate,-33,Gray-Green,Yes,White,Late Spring
HISC2,Hieracium scouleri,Scouler's woollyweed,British Columbia*California*Montana*Alberta*Washington*Wyoming*Nevada*Oregon*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,No,Yes,High,Intolerant,-33,Gray-Green,No,Orange,Late Spring
HIOD,Hierochloe odorata,sweetgrass,New Hampshire*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Virginia*Yukon*Maine*Prince Edward Island*Maryland*Saskatchewan*Newfoundland*Nova Scotia*Ontario*New Jersey*Alaska*Nunavut*New York*Vermont*Rhode Island*British Columbia*New Brunswick*Manitoba*Massachusetts*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,High,Yes,No,Yes,Low,Intermediate,-38,Gray-Green,No,Yellow,Mid Summer
HIBE,Hilaria belangeri,curly-mesquite,New Mexico*Arizona*Texas*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Low,Yes,Yes,Yes,High,Intolerant,12,Green,No,Yellow,Late Spring
HIRH80,Hippophae rhamnoides,seaberry,Saskatchewan*Quebec*Alberta*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Low,Yes,No,Yes,Medium,Intolerant,-38,White-Gray,Yes,Yellow,Spring
HIVU2,Hippuris vulgaris,common mare's-tail,New Hampshire*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Maine*Prince Edward Island*Massachusetts*Colorado*Illinois*Nebraska*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*Alaska*Nunavut*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Utah*British Columbia*California*Montana*Wyoming*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,None,Intolerant,-38,Green,No,Green,Late Spring
HOLA,Holcus lanatus,common velvetgrass,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*Washington*Wisconsin*Puerto Rico*Arizona*Nevada*Vermont*Hawaii*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Spring*,Moderate,Low,Yes,No,Yes,Medium,Intermediate,-23,White-Gray,No,Green,Summer
HODI,Holodiscus discolor,oceanspray,British Columbia*Colorado*California*Montana*Washington*Arizona*Nevada*Oregon*Idaho*Utah*,Perennial*,Shrub*,Spring*Summer*Fall*,Moderate,High,Yes,Yes,Yes,Low,Intolerant,7,Green,Yes,White,Late Summer
HODU,Holodiscus dumosus,rockspirea,Texas*Colorado*Nevada*Arizona*Wyoming*New Mexico*Idaho*Utah*,Perennial*,Shrub*,Summer*Fall*,Moderate,Low,Yes,No,Yes,High,Intolerant,-23,Dark Green,Yes,White,Late Summer
HOBR2,Hordeum brachyantherum,meadow barley,New Hampshire*Ohio*Labrador*Quebec*Alberta*Yukon*Maine*Maryland*Colorado*Illinois*Saskatchewan*Newfoundland*Mississippi*Oregon*New Jersey*Alaska*New York*Washington*Arizona*Nevada*Hawaii*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,Medium,Intolerant,-43,Green,No,Yellow,Early Summer
HOPU,Hordeum pusillum,little barley,New Hampshire*Ohio*Connecticut*South Carolina*Alberta*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Iowa*Oregon*Louisiana*Florida*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Minnesota*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*North Dakota*New Mexico*Indiana*Idaho*,Annual*,Graminoid*,Spring*,Rapid,Medium,No,Yes,Yes,Low,Intolerant,32,Green,No,Yellow,Late Spring
HOVU,Hordeum vulgare,common barley,New Hampshire*Ohio*Connecticut*Northwest Territories*South Carolina*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Kansas*Oklahoma*Arkansas*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Annual*,Graminoid*,Fall*Winter*Spring*,Rapid,Medium,No,No,Yes,Medium,Intolerant,-43,Green,No,Yellow,Spring
HUTO,Hudsonia tomentosa,woolly beachheather,New Hampshire*Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Virginia*Maine*Indiana*Prince Edward Island*Maryland*Illinois*Saskatchewan*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*Delaware*New York*Wisconsin*Vermont*Minnesota*Rhode Island*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*Massachusetts*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,No,High,Intolerant,-13,Gray-Green,Yes,Yellow,Late Spring
HYQU3,Hydrangea quercifolia,oakleaf hydrangea,District of Columbia*Florida*Alabama*Tennessee*South Carolina*Georgia*North Carolina*Mississippi*Louisiana*,Perennial*,Shrub*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,-3,Green,Yes,White,Late Spring
HYQU,Hydrolea quadrivalvis,waterpod,Maryland*Florida*Alabama*Tennessee*South Carolina*Georgia*North Carolina*Virginia*Mississippi*Louisiana*,Perennial*,Forb/herb*,Summer*,Slow,High,Yes,Yes,Yes,Medium,Intolerant,12,Green,No,Blue,Indeterminate
HYCA4,Hydrophyllum capitatum,ballhead waterleaf,British Columbia*Colorado*California*Montana*Alberta*Washington*Wyoming*Nevada*Oregon*Idaho*Utah*,Perennial*,Forb/herb*,Spring*,Rapid,High,No,Yes,Yes,Low,Tolerant,-28,Green,Yes,Purple,Early Spring
HYOC,Hydrophyllum occidentale,western waterleaf,California*Nevada*Arizona*Oregon*Idaho*Utah*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,No,Yes,Medium,Tolerant,-18,Dark Green,Yes,White,Late Spring
HYCO,Hymenaea courbaril,stinkingtoe,Puerto Rico*Virgin Islands*,Perennial*,Tree*,Spring*,Slow,Medium,Yes,No,No,Low,Tolerant,40,Green,Yes,White,Summer
HYLI,Hymenocallis liriosme,spring spiderlily,Oklahoma*Texas*Alabama*Arkansas*Mississippi*Louisiana*,Perennial*,Forb/herb*,Spring*,Rapid,Medium,No,Yes,Yes,Low,Intolerant,3,Green,Yes,White,Mid Spring
HYOCO,Hymenocallis occidentalis,northern spiderlily,Illinois*Alabama*Missouri*Tennessee*Arkansas*Georgia*North Carolina*Kentucky*Mississippi*Louisiana*Indiana*Florida*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Intermediate,-3,Green,Yes,White,Mid Summer
HYCA9,Hymenocallis occidentalis,northern spiderlily,Illinois*Alabama*Missouri*Tennessee*Arkansas*Georgia*North Carolina*Kentucky*Mississippi*Louisiana*Indiana*Florida*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Intermediate,-3,Green,Yes,White,Mid Summer
HYMO,Hymenoclea monogyra,singlewhorl burrobrush,Texas*California*Nevada*Arizona*New Mexico*,Perennial*,Shrub*Subshrub*,NA,NA,High,Yes,No,Yes,High,Intermediate,27,NA,NA,NA,Spring
HYAN2,Hypericum anagalloides,tinker's penny,British Columbia*California*Montana*Washington*Arizona*Nevada*Oregon*Idaho*Utah*,Annual*Perennial*,Forb/herb*,Summer*,Rapid,High,No,Yes,Yes,None,Intermediate,47,Green,Yes,Yellow,Early Summer
HYAS80,Hypericum ascyron,great St. Johnswort,New Hampshire*Ohio*Connecticut*Quebec*Maine*Indiana*Maryland*Illinois*Nebraska*Iowa*Ontario*Michigan*New Jersey*Kansas*New York*Wisconsin*Vermont*Minnesota*Pennsylvania*Missouri*West Virginia*Massachusetts*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,Yes,Yes,Low,Intolerant,-23,Green,Yes,Yellow,Late Summer
HYBO2,Hypericum boreale,northern St. Johnswort,New Hampshire*Ohio*Connecticut*Quebec*Virginia*Maine*Indiana*Prince Edward Island*Illinois*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Delaware*New York*Washington*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*British Columbia*North Carolina*West Virginia*Manitoba*New Brunswick*Massachusetts*,Perennial*,Forb/herb*,Summer*,Moderate,High,Yes,No,Yes,None,Intermediate,-33,Green,Yes,Yellow,Early Summer
HYCA10,Hypericum calycinum,Aaron's beard,California*Tennessee*Washington*Oregon*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Tolerant,-43,Green,Yes,Yellow,Early Summer
HYCI,Hypericum cistifolium,roundpod St. Johnswort,Texas*Florida*Alabama*South Carolina*Georgia*North Carolina*Mississippi*Louisiana*,Perennial*,Forb/herb*Shrub*Subshrub*,Summer*,Moderate,Medium,Yes,No,Yes,Medium,Intolerant,-33,Green,Yes,Yellow,Early Summer
HYCR3,Hypericum crux-andreae,St. Peterswort,South Carolina*Virginia*Kentucky*District of Columbia*Maryland*Tennessee*Mississippi*Louisiana*Florida*New Jersey*Delaware*Alabama*Oklahoma*Arkansas*Georgia*New York*Pennsylvania*Texas*North Carolina*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,Medium,Intermediate,-8,Green,Yes,Yellow,Mid Summer
HYDE,Hypericum densiflorum,bushy St. Johnswort,Pennsylvania*New Jersey*District of Columbia*Delaware*Alabama*Maryland*Oklahoma*South Carolina*Tennessee*Texas*Georgia*New York*North Carolina*Virginia*West Virginia*Massachusetts*Louisiana*,Perennial*,Shrub*,Spring*,Slow,Medium,Yes,Yes,Yes,Low,Tolerant,7,Green,No,Yellow,Late Spring
HYDE2,Hypericum denticulatum,coppery St. Johnswort,Pennsylvania*New Jersey*Delaware*Alabama*Maryland*Tennessee*South Carolina*Georgia*New York*North Carolina*Kentucky*Virginia*Indiana*,Perennial*,Forb/herb*,Summer*,Slow,Medium,Yes,Yes,Yes,Medium,Intermediate,2,Green,Yes,Yellow,Early Summer
HYFA,Hypericum fasciculatum,peelbark St. Johnswort,Florida*Alabama*South Carolina*Georgia*North Carolina*Mississippi*Louisiana*,Perennial*,Shrub*Subshrub*,NA,NA,Medium,Yes,No,No,High,Intolerant,4,NA,NA,NA,Spring
HYGA,Hypericum galioides,bedstraw St. Johnswort,Texas*Florida*Alabama*South Carolina*Georgia*North Carolina*Mississippi*Louisiana*,Perennial*,Subshrub*,Spring*Summer*,Moderate,High,No,No,Yes,None,Intolerant,-3,Green,Yes,Yellow,Early Summer
HYGE,Hypericum gentianoides,orangegrass,New Hampshire*Ohio*Connecticut*South Carolina*Virginia*Kentucky*Maine*Indiana*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Nova Scotia*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Annual*,Forb/herb*,Spring*Summer*Fall*,Rapid,Low,Yes,No,Yes,Medium,Intermediate,47,Green,Yes,Yellow,Late Spring
HYMU,Hypericum mutilum,dwarf St. Johnswort,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Illinois*Maryland*Nebraska*Saskatchewan*Tennessee*Mississippi*Nova Scotia*Iowa*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Washington*Wisconsin*Vermont*Hawaii*Minnesota*Rhode Island*Pennsylvania*British Columbia*Texas*California*Missouri*North Carolina*West Virginia*New Brunswick*Indiana*,Annual*Perennial*,Forb/herb*,Summer*,Moderate,Medium,No,Yes,Yes,None,Intermediate,-23,Green,No,Yellow,Mid Summer
HYPU,Hypericum punctatum,spotted St. Johnswort,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Indiana*District of Columbia*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Nova Scotia*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Perennial*,Forb/herb*,Summer*,Moderate,Medium,Yes,Yes,Yes,Low,Tolerant,-33,Green,Yes,Yellow,Early Summer
HYHI2,Hypoxis hirsuta,common goldstar,New Hampshire*Ohio*Connecticut*South Carolina*Virginia*Kentucky*Maine*Indiana*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Manitoba*North Dakota*New Mexico*Massachusetts*,Perennial*,Forb/herb*,Spring*,Moderate,Medium,No,Yes,Yes,Medium,Intermediate,-33,Green,Yes,Yellow,Early Spring
IBSE,Iberis sempervirens,evergreen candytuft,Michigan*New Hampshire*Tennessee*New York*North Carolina*Utah*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,Medium,Intermediate,-33,Green,Yes,White,Early Summer
